GKZ,Name_gemeinde,HArzt_access,NotfallA_access
1058166,Waabs,7.74,17.99
1058167,Wapelfeld,4.17,24.5
1058168,Warder,7.53,22.74
1058169,Wasbek,2.75,11.94
1058170,Wattenbek,1.86,19.93
1058171,Westensee,6.43,20.79
1058172,Westerrönfeld,2.76,9.42
1058173,Windeby,4.82,9.62
1058174,Winnemark,6.6,22.47
1058175,Ahlefeld-Bistensee,7.61,18.38
1059001,Alt Bennebek,6.62,23.67
1059002,"Arnis, Stadt",6.31,28.13
1059005,Bergenhusen,10.39,35.61
1059006,Böel,6.88,19.56
1059008,Böklund,2.0,12.86
1059009,Börm,12.37,29.26
1059010,Bollingstedt,8.09,18.8
1059012,Borgwedel,4.27,15.68
1059018,Busdorf,3.47,10.8
1059019,Dannewerk,7.5,16.55
1059020,Dörpstedt,11.76,27.65
1059023,Ellingstedt,11.12,20.5
1059024,Erfde,3.36,28.07
1059026,Fahrdorf,2.03,13.24
1059032,Geltorf,9.55,16.51
1059034,Grödersby,4.88,27.2
1059035,Groß Rheide,7.77,25.46
1059037,Havetoft,8.13,19.47
1059039,Hollingstedt,6.89,22.55
1059041,Hüsby,5.51,14.99
1059042,Idstedt,7.74,12.73
1059043,Jagel,7.71,14.45
1059044,Jübek,2.66,18.23
1059045,"Kappeln, Stadt",3.59,26.47
1059049,Klappholz,6.29,17.83
1059050,Klein Bennebek,6.32,24.0
1059051,Klein Rheide,5.4,21.36
1059053,Kropp,2.66,18.54
1059055,Loit,7.6,15.19
1059056,Lottorf,10.68,17.09
1059057,Lürschau,6.22,12.1
1059058,Meggerdorf,8.11,28.26
1059060,Mohrkirch,6.64,23.09
1059062,Neuberend,3.47,7.94
1059063,Norderbrarup,3.82,20.47
1059065,Nottfeld,4.33,20.21
1059067,Oersberg,8.32,28.77
1059068,Rabenkirchen-Faulück,6.28,27.24
1059070,Rügge,7.69,25.67
1059072,Saustrup,5.66,23.2
1059073,Schaalby,6.47,8.71
1059074,Scheggerott,8.9,26.54
1059075,"Schleswig, Stadt",1.94,5.41
1059076,Schnarup-Thumby,7.2,19.4
1059077,Schuby,3.47,12.08
1059078,Selk,6.04,12.91
1059079,Silberstedt,4.7,20.4
1059080,Steinfeld,8.31,19.52
1059081,Stolk,6.4,15.48
1059082,Struxdorf,6.62,16.73
1059083,Süderbrarup,3.2,21.0
1059084,Süderfahrenstedt,5.0,13.5
1059086,Taarstedt,11.63,14.62
1059087,Tetenhusen,7.44,17.91
1059088,Tielen,5.64,26.16
1059090,Tolk,6.78,11.68
1059092,Treia,7.22,21.68
1059093,Uelsby,5.15,16.73
1059094,Ulsnis,10.93,19.55
1059095,Wagersrott,6.03,23.93
1059096,Wohlde,9.35,33.17
1059097,Twedt,9.21,13.7
1059098,Nübel,5.11,8.25
1059101,Tastrup,4.84,9.56
1059102,Ahneby,4.68,26.49
1059103,Ausacker,5.59,17.99
1059105,Böxlund,8.65,23.09
1059106,Dollerup,5.28,21.79
1059107,Eggebek,6.8,23.14
1059109,Esgrus,8.09,29.09
1059112,Gelting,3.7,36.94
1059113,"Glücksburg (Ostsee), Stadt",3.48,17.86
1059115,Großenwiehe,4.0,19.64
1059116,Großsolt,6.64,18.48
1059118,Grundhof,4.71,20.98
1059120,Harrislee,4.1,8.35
1059121,Hasselberg,6.18,33.51
1059123,Hörup,8.7,24.34
1059124,Holt,6.17,27.07
1059126,Hürup,5.76,13.23
1059127,Husby,3.2,17.78
1059128,Janneby,8.82,22.04
1059129,Jardelund,8.69,20.88
1059131,Jerrishoe,4.51,20.44
1059132,Jörl,10.65,24.15
1059136,Kronsgaard,8.8,37.54
1059137,Langballig,2.76,19.76
1059138,Langstedt,6.8,21.27
1059141,Maasbüll,5.92,14.17
1059142,Maasholm,3.48,35.76
1059143,Medelby,1.66,23.81
1059144,Meyn,4.4,18.95
1059145,Munkbrarup,5.97,17.04
1059147,Nieby,8.22,43.47
1059148,Niesgrau,6.47,32.45
1059149,Nordhackstedt,6.68,24.89
1059151,Osterby,5.26,19.28
1059152,Pommerby,6.54,40.49
1059154,Rabel,5.06,30.41
1059155,Rabenholz,5.76,34.77
1059157,Ringsberg,4.64,16.16
1059158,Schafflund,3.69,21.5
1059159,Sieverstedt,7.3,17.07
1059161,Sörup,3.93,23.4
1059162,Sollerup,9.45,26.82
1059163,Stangheck,8.46,32.98
1059164,Steinberg,5.99,31.59
1059167,Sterup,3.52,28.29
1059168,Stoltebüll,9.06,32.25
1059169,Süderhackstedt,9.7,25.17
1059171,Tarp,2.92,17.22
1059173,Wallsbüll,6.14,17.62
1059174,Wanderup,3.42,15.86
1059176,Wees,3.34,12.01
1059177,Weesby,7.42,25.93
1059178,Westerholz,8.65,25.66
1059179,Lindewitt,8.15,24.26
1059182,Freienwill,2.45,12.95
1059183,Handewitt,4.04,12.09
1059184,Oeversee,4.14,15.07
1059185,Mittelangeln,4.4,21.85
1059186,Steinbergkirche,4.91,27.34
1059187,Boren,6.89,21.11
1059188,Stapel,2.57,29.73
1059189,Brodersby-Goltoft,12.12,14.53
1060002,Alveslohe,6.1,21.49
1060003,Armstedt,5.4,24.52
1060004,"Bad Bramstedt, Stadt",3.0,22.91
1060005,"Bad Segeberg, Stadt",2.06,4.34
1060006,Bahrenhof,15.78,15.87
1060007,Bark,7.86,13.72
1060008,Bebensee,7.02,12.76
1060009,Bimöhlen,3.08,21.86
1060010,Blunk,8.57,11.56
1060011,Boostedt,2.28,10.24
1060012,Bornhöved,2.19,18.61
1060013,Borstel,4.76,26.29
1060014,"Buchholz (Forstgutsbez.),gemfr. Gebiet",-9999.0,17.04
1060015,Bühnsdorf,8.8,12.92
1060016,Daldorf,7.44,14.37
1060017,Damsdorf,5.76,17.64
1060018,Dreggers,6.14,10.3
1060019,Ellerau,3.82,16.95
1060020,Fahrenkrug,5.17,8.14
1060021,Föhrden-Barl,4.84,26.19
1060022,Fredesdorf,4.12,16.58
1060023,Fuhlendorf,4.6,20.09
1060024,Geschendorf,1.71,13.28
1060025,Glasau,5.81,19.58
1060026,Gönnebek,5.28,17.07
1060027,Großenaspe,5.28,16.05
1060028,Groß Kummerfeld,6.06,10.5
1060029,Groß Niendorf,3.4,15.28
1060030,Groß Rönnau,4.33,6.35
1060031,Hagen,7.52,26.24
1060033,Hardebek,8.84,17.8
1060034,Hartenholm,2.27,22.23
1060035,Hasenkrug,4.62,22.18
1060036,Hasenmoor,6.05,21.78
1060037,Heidmoor,6.7,25.37
1060038,Heidmühlen,8.77,18.44
1060039,Henstedt-Ulzburg,2.79,20.88
1060040,Hitzhusen,3.7,24.59
1060041,Högersdorf,4.93,6.79
1060042,Hüttblek,9.36,29.91
1060043,Itzstedt,1.62,19.68
1060044,"Kaltenkirchen, Stadt",2.48,22.99
1060045,Kattendorf,7.43,28.36
1060046,Kayhude,1.88,18.0
1060047,Kisdorf,3.82,25.95
1060048,Klein Gladebrügge,2.53,6.61
1060049,Klein Rönnau,2.19,4.8
1060050,Krems II,8.15,10.84
1060051,Kükels,6.64,12.32
1060052,Latendorf,5.08,13.86
1060053,Leezen,2.17,13.1
1060054,Lentföhrden,6.92,24.13
1060056,Mönkloh,4.59,27.84
1060057,Mözen,6.81,8.97
1060058,Nahe,2.39,22.23
1060059,Negernbötel,8.02,12.18
1060060,Nehms,6.8,14.73
1060061,Neuengörs,8.65,13.57
1060062,Neversdorf,3.74,10.97
1060063,"Norderstedt, Stadt",2.36,10.38
1060064,Nützen,6.24,21.37
1060065,Oering,6.27,21.71
1060066,Oersdorf,4.03,24.61
1060067,Pronstorf,7.09,17.29
1060068,Rickling,7.88,16.56
1060069,Rohlstorf,6.21,9.88
1060070,Schackendorf,6.69,8.45
1060071,Schieren,8.66,12.46
1060072,Schmalensee,5.42,21.28
1060073,Schmalfeld,8.29,23.35
1060074,Schwissel,6.17,9.42
1060075,Seedorf,6.01,20.13
1060076,Seth,2.28,21.65
1060077,Sievershütten,7.64,25.91
1060079,Stipsdorf,5.72,8.72
1060080,Stocksee,1.96,21.09
1060081,Strukdorf,4.33,14.53
1060082,Struvenhütten,6.78,26.41
1060084,Stuvenborn,5.22,22.94
1060085,Sülfeld,3.12,14.87
1060086,Tarbek,4.94,17.62
1060087,Tensfeld,8.06,15.01
1060088,Todesfelde,6.74,16.65
1060089,Trappenkamp,2.56,17.11
1060090,Travenhorst,6.2,18.32
1060091,Traventhal,5.15,9.07
1060092,"Wahlstedt, Stadt",2.42,12.97
1060093,Wakendorf I,12.34,13.63
1060094,Wakendorf II,5.82,23.25
1060095,Weddelbrook,2.12,28.1
1060096,Weede,5.81,11.93
1060097,Wensin,6.04,13.39
1060098,Westerrade,4.06,13.07
1060099,Wiemersdorf,6.52,16.92
1060100,Winsen,4.19,25.69
1060101,Wittenborn,5.77,9.93
1061001,Aasbüttel,6.46,19.5
1061002,Aebtissinwisch,10.68,23.28
1061003,Agethorst,6.14,11.8
1061004,Altenmoor,9.87,15.84
1061005,Auufer,6.89,25.7
1061006,Bahrenfleth,5.2,19.49
1061007,Beidenfleth,5.87,20.06
1061008,Bekdorf,4.02,10.38
1061010,Bekmünde,2.06,9.08
1061011,Besdorf,6.24,15.36
1061012,Blomesche Wildnis,5.09,26.77
1061013,Bokelrehm,4.12,17.2
1061014,Bokhorst,6.14,16.64
1061015,Borsfleth,5.76,25.7
1061016,Breitenberg,9.7,21.66
1061017,Breitenburg,3.22,11.66
1061018,Brokdorf,6.79,21.91
1061019,Brokstedt,2.26,23.19
1061020,Büttel,3.35,21.7
1061021,Christinenthal,3.92,18.44
1061022,Dägeling,5.53,13.57
1061023,Dammfleth,5.39,16.42
1061024,Drage,4.55,12.53
1061025,Ecklak,10.13,25.0
1061026,Elskop,4.21,22.34
1061027,Engelbrechtsche Wildnis,3.48,25.09
1061028,Fitzbek,7.93,23.29
1061029,"Glückstadt, Stadt",3.18,26.77
1061030,Grevenkop,3.52,18.21
1061031,Gribbohm,4.75,19.87
1061033,Hadenfeld,4.38,12.66
1061034,Heiligenstedten,2.75,9.17
1061035,Heiligenstedtenerkamp,2.63,14.12
1061036,Hennstedt,7.78,23.35
1061037,Herzhorn,3.34,21.99
1061038,Hingstheide,4.12,25.85
1061039,Hodorf,6.02,15.27
1061040,Hohenaspe,2.02,10.41
1061041,Hohenfelde,5.23,15.58
1061042,Hohenlockstedt,3.75,15.91
1061043,Holstenniendorf,7.7,18.91
1061044,Horst (Holstein),3.71,13.19
1061045,Huje,8.79,13.54
1061046,"Itzehoe, Stadt",1.98,6.8
1061047,Kaaks,5.19,9.58
1061048,Kaisborstel,4.1,11.55
1061049,"Kellinghusen, Stadt",2.41,22.31
1061050,Kiebitzreihe,7.75,13.4
1061052,Kleve,8.26,14.46
1061053,Kollmoor,9.7,18.11
1061054,Krempdorf,3.42,22.21
1061055,"Krempe, Stadt",1.83,20.36
1061056,Kremperheide,2.08,14.78
1061057,Krempermoor,1.95,16.72
1061058,Kronsmoor,6.49,16.1
1061059,Krummendiek,6.06,13.33
1061060,Kudensee,9.54,25.65
1061061,Lägerdorf,1.64,14.92
1061062,Landrecht,3.46,14.87
1061063,Landscheide,5.26,21.19
1061064,Lockstedt,7.29,20.92
1061065,Lohbarbek,2.81,14.56
1061066,Looft,7.19,16.93
1061067,Mehlbek,8.35,13.43
1061068,Moordiek,10.56,22.8
1061070,Moorhusen,8.76,15.25
1061071,Mühlenbarbek,5.31,17.03
1061072,Münsterdorf,2.46,11.25
1061073,Neuenbrook,6.22,15.56
1061074,Neuendorf b. Elmshorn,9.41,16.12
1061076,Nienbüttel,5.62,13.09
1061077,Nortorf,6.96,20.43
1061078,Nutteln,7.26,19.19
1061079,Oelixdorf,5.32,11.36
1061080,Oeschebüttel,7.56,26.4
1061081,Oldenborstel,4.38,18.54
1061082,Oldendorf,6.03,11.63
1061083,Ottenbüttel,4.93,8.18
1061084,Peissen,8.37,17.21
1061085,Pöschendorf,2.68,15.16
1061086,Poyenberg,10.66,23.35
1061087,Puls,6.17,20.42
1061088,Quarnstedt,5.46,27.57
1061089,Rade,7.44,24.62
1061091,Reher,7.42,21.56
1061092,Rethwisch,3.45,14.39
1061093,Rosdorf,4.61,23.35
1061095,Sankt Margarethen,1.99,21.27
1061096,Sarlhusen,6.76,21.98
1061097,Schenefeld,1.92,16.01
1061098,Schlotfeld,4.7,11.88
1061100,Silzen,7.41,19.54
1061101,Sommerland,6.68,18.53
1061102,Stördorf,3.71,12.8
1061103,Störkathen,7.4,28.71
1061104,Süderau,5.03,17.96
1061105,Vaale,6.01,19.4
1061106,Vaalermoor,10.25,22.82
1061107,Wacken,2.4,15.02
1061108,Warringholz,4.36,18.76
1061109,Westermoor,9.52,20.38
1061110,Wewelsfleth,3.07,23.96
1061111,Wiedenborstel,4.34,19.78
1061112,Willenscharen,4.77,19.28
1061113,"Wilster, Stadt",1.64,14.64
1061114,Winseldorf,4.39,13.55
1061115,Wittenbergen,6.18,23.7
1061116,Wrist,2.73,24.65
1061117,Wulfsmoor,5.87,26.19
1061118,Kollmar,8.91,20.23
1061119,Neuendorf-Sachsenbande,8.01,20.25
1062001,"Ahrensburg, Stadt",2.96,15.31
1062003,Badendorf,7.05,16.46
1062004,"Bad Oldesloe, Stadt",3.8,6.58
1062005,Bargfeld-Stegen,2.91,18.04
1062006,"Bargteheide, Stadt",2.36,17.86
1062008,Barnitz,4.4,12.52
1062009,Barsbüttel,4.12,11.68
1062011,Braak,3.65,13.26
1062014,Delingsdorf,4.41,20.57
1062016,Elmenhorst,3.06,13.66
1062018,"Glinde, Stadt",2.58,9.16
1062019,Grabau,5.24,10.09
1062020,Grande,4.56,19.07
1062021,Grönwohld,6.68,23.52
1062022,Großensee,2.26,20.71
1062023,Großhansdorf,2.06,18.86
1062025,Hamberge,6.02,12.99
1062026,Hamfelde,4.72,26.07
1062027,Hammoor,7.16,16.66
1062031,Heidekamp,3.31,17.38
1062032,Heilshoop,4.52,21.18
1062033,Hohenfelde,9.51,31.61
1062035,Hoisdorf,3.33,20.75
1062036,Jersbek,5.34,19.3
1062039,Klein Wesenberg,8.75,18.58
1062040,Köthel,9.18,30.83
1062045,Lütjensee,3.25,22.13
1062046,Meddewade,5.28,11.02
1062048,Mönkhagen,7.24,16.72
1062050,Neritz,4.22,10.3
1062051,Nienwohld,4.66,16.84
1062053,Oststeinbek,2.52,9.06
1062056,Pölitz,7.98,13.74
1062058,Rausdorf,5.64,20.73
1062059,Rehhorst,6.78,19.71
1062060,"Reinbek, Stadt",2.59,6.21
1062061,"Reinfeld (Holstein), Stadt",2.36,13.73
1062062,Rethwisch,3.45,12.93
1062065,Rümpel,7.98,10.64
1062069,Siek,5.63,17.48
1062071,Stapelfeld,2.02,9.97
1062076,Tangstedt,4.47,15.23
1062078,Todendorf,5.98,17.24
1062081,Tremsbüttel,2.64,14.09
1062082,Trittau,2.44,23.96
1062083,Westerau,6.62,16.64
1062086,Witzhave,8.4,15.48
1062087,Zarpen,1.46,19.96
1062088,Brunsbek,7.63,17.88
1062089,Lasbek,6.29,14.46
1062090,Ammersbek,4.57,16.75
1062091,Steinburg,4.52,18.08
1062092,Travenbrück,7.54,8.72
1062093,Feldhorst,7.32,12.18
1062094,Wesenberg,5.96,16.28
2000000,"Hamburg, Freie und Hansestadt",2.07,8.57
3101000,"Braunschweig, Stadt",2.2,8.49
3102000,"Salzgitter, Stadt",2.5,7.36
3103000,"Wolfsburg, Stadt",2.35,11.97
3151001,Adenbüttel,5.73,21.1
3151002,Barwedel,4.12,19.28
3151003,Bergfeld,3.95,26.07
3151004,Bokensdorf,4.44,18.41
3151005,"Brome, Flecken",2.74,22.8
3151006,Calberlah,3.26,15.94
3151007,Dedelstorf,7.27,20.26
3151008,Ehra-Lessien,2.58,19.09
3151009,"Gifhorn, Stadt",2.49,7.17
3151010,Groß Oesingen,3.88,20.78
3151011,Hankensbüttel,2.35,13.26
3151012,Hillerse,1.81,18.89
3151013,Isenbüttel,2.64,11.19
3151014,Jembke,1.77,17.89
3151015,Leiferde,3.62,14.67
3151016,Meine,4.06,16.01
3151017,Meinersen,5.5,16.31
3151018,Müden (Aller),5.57,18.28
3151019,Obernholz,4.49,15.19
3151020,Osloß,1.89,11.59
3151021,Parsau,2.67,26.75
3151022,Ribbesbüttel,5.24,11.76
3151023,Rötgesbüttel,2.13,11.77
3151024,Rühen,1.69,20.65
3151025,Sassenburg,2.89,10.09
3151026,Schönewörde,3.94,17.5
3151027,Schwülper,3.62,15.25
3151028,Sprakensehl,10.42,22.48
3151029,Steinhorst,2.69,26.05
3151030,Tappenbeck,4.62,14.12
3151031,Tiddische,5.04,21.29
3151032,Tülau,7.39,26.54
3151033,Ummern,6.5,16.18
3151034,Vordorf,4.27,16.86
3151035,Wagenhoff,6.89,11.09
3151036,Wahrenholz,3.77,18.73
3151037,Wasbüttel,4.55,15.89
3151038,Wesendorf,2.31,13.68
3151039,Weyhausen,2.46,13.77
3151040,"Wittingen, Stadt",4.29,8.93
3151041,Didderse,5.98,20.21
3151501,"Giebel, gemfr. Gebiet",-9999.0,26.13
3153002,"Bad Harzburg, Stadt",3.03,6.83
3153008,Liebenburg,2.83,11.02
3153012,"Seesen, Stadt",3.55,10.76
3153016,"Braunlage, Stadt",2.23,21.81
3153017,"Goslar, Stadt",2.3,8.87
3153018,"Clausthal-Zellerfeld, Berg- und Universitätsstadt",3.03,7.82
3153019,"Langelsheim, Stadt",3.6,12.76
3153504,"Harz (Landkreis Goslar), gemfr. Gebiet",-9999.0,12.08
3154001,Bahrdorf,5.16,22.69
3154002,Beierstedt,5.72,29.02
3154004,Danndorf,4.05,17.61
3154005,Frellstedt,1.46,9.19
3154006,Gevensleben,8.84,28.4
3154007,Grafhorst,4.76,20.75
3154008,Grasleben,1.88,12.81
3154009,Groß Twülpstedt,6.15,19.59
3154012,Jerxheim,1.83,25.88
3154013,"Königslutter am Elm, Stadt",4.94,15.25
3154014,Lehre,3.32,16.11
3154015,Mariental,5.44,8.62
3154016,Querenhorst,6.75,15.56
3154017,Räbke,4.58,12.23
3154018,Rennau,7.31,11.21
3154019,"Schöningen, Stadt",2.18,15.72
3154021,Süpplingen,1.32,8.05
3154022,Süpplingenburg,3.7,9.33
3154024,Velpke,2.1,21.93
3154025,Warberg,4.97,13.04
3154026,Wolsdorf,4.67,10.69
3154027,Söllingen,4.65,21.31
3154028,"Helmstedt, Stadt",2.15,6.42
3154501,"Brunsleberfeld, gemfr. Gebiet",-9999.0,-9999.0
3154502,"Helmstedt, gemfr. Gebiet",-9999.0,6.42
3154503,"Königslutter, gemfr. Gebiet",-9999.0,-9999.0
3154504,"Mariental, gemfr. Gebiet",-9999.0,11.83
3154506,"Schöningen, gemfr. Gebiet",-9999.0,17.95
3155001,"Bad Gandersheim, Stadt",4.66,20.98
3155002,"Bodenfelde, Flecken",3.84,29.09
3155003,"Dassel, Stadt",3.56,18.21
3155005,"Hardegsen, Stadt",5.15,20.48
3155006,Kalefeld,4.31,15.83
3155007,Katlenburg-Lindau,1.91,18.1
3155009,"Moringen, Stadt",4.29,15.05
3155010,"Nörten-Hardenberg, Flecken",3.88,14.72
3155011,"Northeim, Stadt",4.37,8.55
3155012,"Uslar, Stadt",3.9,30.04
3155013,"Einbeck, Stadt",4.53,11.48
3155501,"Solling (Landkreis Northeim), gemfr. Geb.",-9999.0,27.0
3157001,Edemissen,4.3,19.43
3157002,Hohenhameln,3.9,15.31
3157005,Lengede,2.13,10.69
3157006,"Peine, Stadt",2.56,8.66
3157007,Vechelde,3.64,13.68
3157008,Wendeburg,2.92,16.03
3157009,Ilsede,2.25,10.55
3158002,Baddeckenstedt,3.23,14.21
3158004,Burgdorf,5.06,12.68
3158005,Cramme,4.03,14.66
3158006,Cremlingen,3.96,12.33
3158007,Dahlum,5.96,19.36
3158008,Denkte,3.15,11.45
3158009,Dettum,7.77,14.36
3158010,Dorstadt,6.16,14.13
3158011,Elbe,4.43,13.53
3158012,Erkerode,6.21,16.08
3158013,Evessen,7.45,16.83
3158014,Flöthe,2.01,13.13
3158016,Haverlah,5.88,8.85
3158017,Hedeper,6.25,22.31
3158018,Heere,3.82,12.04
3158019,Heiningen,4.12,17.14
3158021,Kissenbrück,1.7,14.02
3158022,Kneitlingen,4.7,19.03
3158023,Ohrum,4.34,11.55
3158025,Roklum,6.62,22.55
3158027,"Schöppenstedt, Stadt",2.06,20.66
3158028,Sehlde,1.06,12.87
3158030,Sickte,2.55,10.42
3158031,Uehrde,7.11,24.83
3158032,Vahlberg,5.3,20.85
3158033,Veltheim (Ohe),4.96,13.03
3158035,Winnigstedt,7.38,25.29
3158036,Wittmar,4.88,13.61
3158037,"Wolfenbüttel, Stadt",2.51,7.59
3158038,Börßum,2.76,19.84
3158039,Schladen-Werla,2.45,19.37
3158040,Remlingen-Semmenstedt,3.05,17.84
3158501,"Am Großen Rhode, gemfr. Gebiet",-9999.0,18.05
3158502,"Barnstorf-Warle, gemfr. Gebiet",-9999.0,-9999.0
3158503,"Voigtsdahlum, gemfr. Gebiet",-9999.0,-9999.0
3159001,"Adelebsen, Flecken",4.72,20.53
3159002,Bad Grund (Harz),2.3,17.39
3159003,"Bad Lauterberg im Harz, Stadt",3.07,7.71
3159004,"Bad Sachsa, Stadt",3.58,14.81
3159005,Bilshausen,2.42,20.4
3159006,Bodensee,4.69,19.05
3159007,"Bovenden, Flecken",2.9,13.46
3159008,Bühren,6.04,20.51
3159009,"Dransfeld, Stadt",2.76,18.93
3159010,"Duderstadt, Stadt",4.19,6.47
3159011,Ebergötzen,3.34,15.57
3159012,Elbingerode,7.12,11.67
3159013,Friedland,3.36,16.14
3159014,"Gieboldehausen, Flecken",2.98,13.72
3159015,Gleichen,3.19,15.46
3159016,"Göttingen, Stadt",1.94,7.19
3159017,"Hann. Münden, Stadt",3.55,9.27
3159018,Hattorf am Harz,2.87,16.16
3159019,"Herzberg am Harz, Stadt",3.34,9.73
3159020,Hörden am Harz,6.52,9.03
3159021,Jühnde,2.48,19.35
3159022,Krebeck,2.57,19.55
3159023,Landolfshausen,5.97,15.4
3159024,Niemetal,4.87,22.46
3159025,Obernfeld,6.5,6.42
3159026,"Osterode am Harz, Stadt",3.22,14.08
3159027,Rhumspringe,1.82,13.31
3159028,Rollshausen,6.54,11.16
3159029,Rosdorf,3.2,13.58
3159030,Rüdershausen,4.78,14.13
3159031,Scheden,2.19,16.95
3159032,Seeburg,2.14,13.3
3159033,Seulingen,1.87,9.58
3159034,Staufenberg,3.15,15.1
3159035,Waake,2.04,11.58
3159036,Walkenried,3.38,21.49
3159037,Wollbrandshausen,5.41,15.58
3159038,Wollershausen,5.38,16.15
3159039,Wulften am Harz,1.29,21.56
3159501,"Harz (Landkreis Göttingen), gemfr. Geb.",-9999.0,15.86
3241001,"Hannover, Landeshauptstadt",1.83,6.33
3241002,"Barsinghausen, Stadt",2.8,17.9
3241003,"Burgdorf, Stadt",2.77,14.91
3241004,"Burgwedel, Stadt",2.49,7.62
3241005,"Garbsen, Stadt",2.42,15.57
3241006,"Gehrden, Stadt",3.97,7.2
3241007,"Hemmingen, Stadt",3.06,10.1
3241008,Isernhagen,2.81,9.54
3241009,"Laatzen, Stadt",2.04,6.91
3241010,"Langenhagen, Stadt",2.69,7.88
3241011,"Lehrte, Stadt",2.46,9.4
3241012,"Neustadt am Rübenberge, Stadt",4.61,15.55
3241013,"Pattensen, Stadt",3.04,14.56
3241014,"Ronnenberg, Stadt",3.02,10.08
3241015,"Seelze, Stadt",2.7,15.65
3241016,"Sehnde, Stadt",3.12,12.21
3241017,"Springe, Stadt",2.62,19.45
3241018,Uetze,3.74,22.88
3241019,Wedemark,3.52,16.93
3241020,Wennigsen (Deister),2.62,11.45
3241021,"Wunstorf, Stadt",2.42,16.82
3251001,Affinghausen,8.68,14.97
3251002,Asendorf,6.08,24.89
3251003,Bahrenborstel,6.78,18.02
3251004,"Barenburg, Flecken",2.62,10.58
3251005,"Barnstorf, Flecken",3.53,18.22
3251006,Barver,5.63,17.34
3251007,"Bassum, Stadt",7.48,9.73
3251008,Borstel,6.96,16.1
3251009,Brockum,5.54,19.17
3251011,Dickel,5.89,13.13
3251012,"Diepholz, Stadt",4.45,6.68
3251013,Drebber,8.03,11.41
3251014,Drentwede,5.61,19.55
3251015,Ehrenburg,10.67,15.16
3251017,Eydelstedt,7.88,20.78
3251018,Freistatt,1.62,15.9
3251019,Hemsloh,5.38,14.6
3251020,Hüde,7.44,16.28
3251021,Kirchdorf,4.0,14.22
3251022,Lembruch,10.4,13.28
3251023,"Lemförde, Flecken",1.9,20.56
3251024,Maasen,6.37,9.73
3251025,Marl,4.28,18.29
3251026,Martfeld,3.64,22.91
3251027,Mellinghausen,9.11,15.08
3251028,Neuenkirchen,10.27,14.27
3251029,Quernheim,2.95,19.93
3251030,Rehden,3.28,10.97
3251031,Scholen,7.02,11.23
3251032,Schwaförden,3.1,9.88
3251033,Schwarme,3.68,23.07
3251034,"Siedenburg, Flecken",2.22,15.46
3251035,Staffhorst,7.68,21.95
3251036,Stemshorn,3.32,18.8
3251037,Stuhr,3.31,13.33
3251038,Sudwalde,9.29,15.05
3251040,"Sulingen, Stadt",5.06,6.98
3251041,"Syke, Stadt",4.61,17.99
3251042,"Twistringen, Stadt",4.52,14.77
3251043,Varrel,3.72,14.72
3251044,Wagenfeld,4.7,16.61
3251045,Wehrbleck,4.18,13.39
3251046,Wetschen,3.22,8.52
3251047,Weyhe,3.32,13.61
3251049,"Bruchhausen-Vilsen, Flecken",6.84,21.31
3252001,"Aerzen, Flecken",4.92,15.7
3252002,"Bad Münder am Deister, Stadt",3.25,21.96
3252003,"Bad Pyrmont, Stadt",3.06,7.21
3252004,"Coppenbrügge, Flecken",3.58,17.51
3252005,Emmerthal,4.39,13.64
3252006,"Hameln, Stadt",2.82,7.53
3252007,"Hessisch Oldendorf, Stadt",4.04,9.27
3252008,"Salzhemmendorf, Flecken",2.85,18.16
3254002,"Alfeld (Leine), Stadt",3.69,7.49
3254003,Algermissen,3.16,17.21
3254005,"Bad Salzdetfurth, Stadt",3.29,16.81
3254008,"Bockenem, Stadt",4.5,21.74
3254011,Diekholzen,2.68,10.88
3254013,"Eime, Flecken",2.52,7.86
3254014,"Elze, Stadt",4.12,10.82
3254017,Giesen,2.47,11.98
3254020,Harsum,2.23,11.57
3254021,"Hildesheim, Stadt",2.32,6.56
3254022,Holle,4.75,17.19
3254026,Nordstemmen,2.54,14.4
3254028,"Sarstedt, Stadt",3.28,15.69
3254029,Schellerten,2.74,13.8
3254032,Söhlde,2.34,16.71
3254041,"Duingen, Flecken",4.55,15.6
3254042,Freden (Leine),4.68,18.3
3254043,"Gronau (Leine), Stadt",4.4,6.78
3254044,Lamspringe,4.63,21.66
3254045,Sibbesse,4.75,13.93
3255001,Arholzen,3.07,12.34
3255002,"Bevern, Flecken",2.8,10.49
3255003,"Bodenwerder, Münchhausenstadt",2.57,23.94
3255004,Boffzen,2.81,9.25
3255005,Brevörde,5.11,18.21
3255007,Deensen,1.75,15.19
3255008,"Delligsen, Flecken",2.97,15.02
3255009,Derental,8.09,19.72
3255010,Dielmissen,7.73,26.7
3255012,Eimen,12.61,16.83
3255013,"Eschershausen, Stadt",2.15,21.85
3255014,Fürstenberg,1.15,12.64
3255015,Golmbach,4.42,15.51
3255016,Halle,7.98,26.03
3255017,Hehlen,2.57,23.3
3255018,Heinade,5.17,20.83
3255019,Heinsen,4.53,13.29
3255020,Heyen,5.04,21.67
3255021,Holenberg,6.22,18.24
3255022,Holzen,4.09,21.47
3255023,"Holzminden, Stadt",2.66,7.78
3255025,Kirchbrak,8.94,30.54
3255026,"Lauenförde, Flecken",3.34,20.94
3255027,Lenne,5.42,22.18
3255028,Lüerdissen,4.61,23.81
3255030,Negenborn,1.24,13.0
